feature,entropy_group1,entropy_group2,information_divergence,mutual_information,effect_size,log2fc,pvalue,statistic,padj
ASV_64,1.4815101887362598,1.1063137138648347,1.6097281440396771,0.04600608137037761,0.5744767455153618,0.5744767455153618,0.542,1.6097281440396771,1.0
ASV_68,1.1063137138648347,0.8743095546405661,1.581613715531588,0.056352444215479004,1.6742695177348963,1.6742695177348963,0.622,1.581613715531588,1.0
ASV_85,0.7195563653739032,0.24229218908241482,1.5812918477818425,0.056273542819752914,0.6333336218293268,0.6333336218293268,0.313,1.5812918477818425,1.0
ASV_8,1.1863137138648348,0.48217919020227284,1.5460528721226778,0.043642998611756675,2.0513007691175464,2.0513007691175464,0.45,1.5460528721226778,1.0
ASV_60,0.8743095546405661,1.2554312795575997,1.3002123482869716,0.10137591015789214,0.09323337193136351,-0.09323337193136351,0.564,1.3002123482869716,1.0
ASV_50,1.4154312795575998,2.0815419333359273,1.281878077012834,0.1113746358800621,0.32316373615937527,-0.32316373615937527,0.635,1.281878077012834,1.0
ASV_14,0.7195563653739032,1.4015101887362598,1.2818289374629048,0.11482491816736493,1.5302726040948047,-1.5302726040948047,0.86,1.2818289374629048,1.0
ASV_87,1.225235779471061,1.3713146886497212,1.2384271128125592,0.100100823409931,0.22603800752483497,-0.22603800752483497,0.695,1.2384271128125592,1.0
ASV_34,0.48217919020227284,1.1063137138648347,1.23382028471782,0.09906352811630437,0.8519398272444926,-0.8519398272444926,0.672,1.23382028471782,1.0
ASV_10,0.8743095546405661,1.106313713864835,1.2016753636452493,0.08675717110760471,0.3239248362958148,-0.3239248362958148,0.637,1.2016753636452493,1.0
ASV_40,0.996118213778296,0.9543095546405662,1.1980412000024607,0.0799617328506015,0.0017405659494633796,0.0017405659494633796,0.614,1.1980412000024607,1.0
ASV_99,1.2554312795575997,1.4815101887362598,1.1897713508091454,0.0842230623405073,0.522609553857664,-0.522609553857664,0.851,1.1897713508091454,1.0
ASV_80,1.1063137138648347,1.3713146886497212,1.1570921712385451,0.07233969347484712,0.27134510590962657,0.27134510590962657,0.403,1.1570921712385451,1.0
ASV_84,0.996118213778296,1.3354312795575998,1.1462750738577143,0.06951839347835846,0.05123369001318817,0.05123369001318817,0.641,1.1462750738577143,1.0
ASV_7,0.9543095546405662,1.1063137138648347,1.1462247126771437,0.06951699364913545,0.36604995102280297,0.36604995102280297,0.547,1.1462247126771437,1.0
ASV_90,0.7195563653739032,0.996118213778296,1.145168915785208,0.06681911944303055,1.0806521430687397,-1.0806521430687397,0.563,1.145168915785208,1.0
ASV_37,1.4015101887362598,1.1063137138648347,1.1125590901389781,0.05279298312594947,0.6354114655783101,0.6354114655783101,0.58,1.1125590901389781,1.0
ASV_47,1.1863137138648348,0.9543095546405662,1.105240482540909,0.05539770524404227,0.23170939627090836,0.23170939627090836,0.893,1.105240482540909,1.0
ASV_81,1.1863137138648348,1.1863137138648348,1.105240482540909,0.05539770524404227,0.07823643416123874,-0.07823643416123874,0.868,1.105240482540909,1.0
ASV_15,0.24229218908241482,0.4021791902022728,1.1052404825409088,0.05540370532204184,0.4901293533691782,-0.4901293533691782,0.687,1.1052404825409088,1.0
ASV_98,0.48217919020227284,0.48217919020227284,1.1052404825409088,0.05540370532204184,1.1693952338474798,-1.1693952338474798,0.705,1.1052404825409088,1.0
ASV_4,1.1063137138648347,0.8743095546405661,1.0662089193916064,0.0417922049890289,0.2844182345940642,0.2844182345940642,0.643,1.0662089193916064,1.0
ASV_86,0.48217919020227284,0.24229218908241482,1.0660862055220717,0.04176506055755245,2.1666473833154885,2.1666473833154885,0.494,1.0660862055220717,1.0
ASV_95,0.48217919020227284,1.4015101887362598,0.778131622731509,0.1031012073524798,1.6004231821344181,-1.6004231821344181,0.696,0.778131622731509,1.0
ASV_73,0.8743095546405661,1.4015101887362598,0.7375573393279067,0.0888320368414833,1.1460542810026575,-1.1460542810026575,0.774,0.7375573393279067,1.0
ASV_21,0.48217919020227284,1.3354312795575998,0.7283887775240401,0.08691985254138558,2.3366334965478526,-2.3366334965478526,0.993,0.7283887775240401,1.0
ASV_27,0.8743095546405661,1.594185957637955,0.7023927911674155,0.07687614421690657,0.7267012256608677,-0.7267012256608677,0.909,0.7023927911674155,1.0
ASV_20,0.24229218908241482,0.9543095546405662,0.6808086686802085,0.07125661131022643,2.5809215003715305,-2.5809215003715305,0.899,0.6808086686802085,1.0
ASV_46,1.106313713864835,1.3354312795575998,0.6491054950626303,0.05905200590388121,0.21850825772850355,-0.21850825772850355,0.966,0.6491054950626303,1.0
ASV_93,0.8743095546405661,1.1863137138648348,0.6490545974804097,0.059041494263078344,0.5921843896171352,-0.5921843896171352,0.939,0.6490545974804097,1.0
ASV_83,0.996118213778296,0.8743095546405661,0.6454209587320063,0.052256880190580474,0.5987233882216908,0.5987233882216908,0.804,0.6454209587320063,1.0
ASV_92,0.48217919020227284,0.7641140545540274,0.636313663225372,0.05632193162822802,0.9564575395344805,-0.9564575395344805,0.728,0.636313663225372,1.0
ASV_89,0.48217919020227284,0.8743095546405661,0.6363131383309868,0.05631110744772222,0.24036315199795608,-0.24036315199795608,0.967,0.6363131383309868,1.0
ASV_29,0.996118213778296,1.106313713864835,0.60807142864021,0.044944141888070575,0.28705889491889897,0.28705889491889897,0.955,0.60807142864021,1.0
ASV_62,0.48217919020227284,0.7195563653739032,0.5935152938170271,0.04177251900081435,0.030756159231752074,0.030756159231752074,0.912,0.5935152938170271,1.0
ASV_65,1.2415101887362598,1.653660689688186,0.5819727676372649,0.034294602254257796,0.07226158779285873,0.07226158779285873,0.388,0.5819727676372649,1.0
ASV_22,1.0954312795575998,1.3354312795575998,0.5735501471417978,0.03310622610496777,0.7147073059732947,0.7147073059732947,0.842,0.5735501471417978,1.0
ASV_45,1.0263137138648348,0.9543095546405662,0.5690398654909075,0.03133664160305723,0.3445688427606726,-0.3445688427606726,0.81,0.5690398654909075,1.0
ASV_82,0.7195563653739032,0.8743095546405661,0.5658319547522335,0.03132729415866784,0.7208985389013217,-0.7208985389013217,0.848,0.5658319547522335,1.0
ASV_72,0.6395563653739031,0.7195563653739032,0.5526202412704545,0.027696852636021035,0.23524124564250515,-0.23524124564250515,0.875,0.5526202412704545,1.0
ASV_48,0.24229218908241482,1.0954312795575998,0.2871010798054503,0.09176091177628092,3.8637179389963525,-3.8637179389963525,0.592,0.2871010798054503,1.0
ASV_36,0.7195563653739032,1.5443814577244939,0.28023745571434605,0.09264714470769347,1.0791814769289931,-1.0791814769289931,0.92,0.28023745571434605,1.0
ASV_54,2.743465189601647,1.0954312795575998,0.2744350209605155,0.09134707038448434,13.919294642343608,-13.919294642343608,0.798,0.2744350209605155,1.0
ASV_67,2.743465189601647,1.3354312795575998,0.27443394344589905,0.09132472893653855,13.389235180575982,-13.389235180575982,0.97,0.27443394344589905,1.0
ASV_76,0.4021791902022728,1.2554312795575997,0.23122077341211153,0.07648793755042503,1.6923555257581773,-1.6923555257581773,0.797,0.23122077341211153,1.0
ASV_17,0.6395563653739031,1.4015101887362598,0.20431431105406622,0.06621293879940027,1.5613945912031175,-1.5613945912031175,0.925,0.20431431105406622,1.0
ASV_49,0.7195563653739032,1.704381457724494,0.1991614296396051,0.06522348494039575,1.5461204226206144,-1.5461204226206144,0.998,0.1991614296396051,1.0
ASV_32,0.7943095546405661,1.56151018873626,0.1849360482686819,0.06110753583845084,0.8248693441140078,-0.8248693441140078,1.0,0.1849360482686819,1.0
ASV_28,2.743465189601647,0.6395563653739031,0.12783218706900762,0.043479295117634376,11.74565110311483,-11.74565110311483,0.737,0.12783218706900762,1.0
ASV_43,0.7641140545540274,1.371314688649721,0.10175952966124106,0.03340268317842977,1.1746877377764198,-1.1746877377764198,0.976,0.10175952966124106,1.0
ASV_78,0.7195563653739032,1.3354312795575998,0.10128401613438874,0.033289795125262533,0.8624271728885827,-0.8624271728885827,0.963,0.10128401613438874,1.0
